CellType,Gene.names,rank,experiment.score,Gene.names_2,CellType_2
ACT_mDC_,CCL22,0.63164706,0.898,DPP4,NOT_T4.naive_
ACT_mDC_,CCL22,0.60352137,0.898,DPP4,NOT_T8.CM_
ACT_mDC_,CCL22,0.79822222,0.898,DPP4,NOT_T8.EM_
ACT_mDC_,CCL22,0,0.898,DPP4,NOT_T8.EMRA_
ACT_mDC_,CCL22,0.52204617,0.898,DPP4,NOT_T8.naive_
ACT_mDC_,CCL22,0.79063507,0.898,DPP4,NOT_Th1_
ACT_mDC_,CCL22,0.62971856,0.898,DPP4,NOT_Th17_
ACT_mDC_,CCL22,0.51741338,0.898,DPP4,NOT_Th2_
ACT_B.memory_,CCL22,0.1387138,0.576,VCAM1,ACT_T8.CM_
ACT_B.memory_,CCL22,0.3701975,0.576,VCAM1,NOT_Basophil_
ACT_B.memory_,CCL22,0.2246619,0.576,VCAM1,NOT_MO.intermediate_
ACT_B.memory_,CCL22,0,0.576,VCAM1,NOT_mTregs_
ACT_B.memory_,CCL22,0.365307,0.576,VCAM1,NOT_nTregs_
ACT_B.memory_,CCL22,0.5673107,0.576,VCAM1,NOT_T4.EMRA_
ACT_mDC_,CCL22,0.1408385,0.576,VCAM1,ACT_T8.CM_
ACT_mDC_,CCL22,0.3758676,0.576,VCAM1,NOT_Basophil_
ACT_mDC_,CCL22,0.2281029,0.576,VCAM1,NOT_MO.intermediate_
ACT_mDC_,CCL22,0,0.576,VCAM1,NOT_mTregs_
ACT_mDC_,CCL22,0.3709023,0.576,VCAM1,NOT_nTregs_
ACT_mDC_,CCL22,0.576,0.576,VCAM1,NOT_T4.EMRA_
ACT_B.naive_,VCAN,0.009712563,0.572,CCL20,NOT_B.naive_
ACT_B.naive_,CCR6,0.14049977,0.807,CCL20,NOT_B.naive_
ACT_mDC_,CCR6,0.017395818,0.807,CCL20,NOT_B.naive_
ACT_MO.classical_,VCAN,0.114438675,0.572,CCL20,NOT_B.naive_
ACT_MO.classical_,CCR6,0,0.807,CCL20,NOT_B.naive_
ACT_mTregs_,VCAN,0.350757952,0.572,CCL20,NOT_B.naive_
ACT_NK.bright_,VCAN,0,0.572,CCL20,NOT_B.naive_
ACT_NK.bright_,CCR6,0.017085937,0.807,CCL20,NOT_B.naive_
ACT_NK.dim_,VCAN,0,0.572,CCL20,NOT_B.naive_
ACT_NK.dim_,CCR6,0.016964266,0.807,CCL20,NOT_B.naive_
ACT_nTregs_,CCR6,0.08933976,0.807,CCL20,NOT_B.naive_
ACT_pDC_,VCAN,0.062225438,0.572,CCL20,NOT_B.naive_
ACT_T4.CM_,VCAN,0.039342087,0.572,CCL20,NOT_B.naive_
ACT_T4.CM_,CCR6,0.158072382,0.807,CCL20,NOT_B.naive_
ACT_T4.EM_,VCAN,0,0.572,CCL20,NOT_B.naive_
ACT_T4.EM_,CCR6,0.017265328,0.807,CCL20,NOT_B.naive_
ACT_T4.EMRA_,CCR6,0,0.807,CCL20,NOT_B.naive_
ACT_T4.naive_,CCR6,0.017473586,0.807,CCL20,NOT_B.naive_
NOT_Basophil_,VCAN,0.411251737,0.572,CCL20,NOT_B.naive_
NOT_B.memory_,VCAN,0,0.572,CCL20,NOT_B.naive_
NOT_B.memory_,CCR6,0.774933745,0.807,CCL20,NOT_B.naive_
NOT_B.naive_,CCL20,0.807,0.807,CCR6,NOT_B.naive_
NOT_B.naive_,CCL20,0.030378053,0.572,VCAN,NOT_B.plasma_
NOT_B.naive_,CCL20,0.017297584,0.807,CCR6,NOT_B.plasma_
NOT_B.naive_,CCL20,0.081505065,0.572,VCAN,NOT_Eosinophil_
NOT_B.naive_,CCL20,0.140780172,0.807,CCR6,NOT_mDC_
NOT_B.naive_,CCL20,0.572,0.572,VCAN,NOT_MO.classical_
NOT_B.naive_,CCL20,0.223239618,0.572,VCAN,NOT_MO.intermediate_
NOT_B.naive_,CCL20,0.009449161,0.572,VCAN,NOT_MO.nonclassical_
NOT_B.naive_,CCL20,0.622290435,0.807,CCR6,NOT_mTregs_
NOT_B.naive_,CCL20,0.070383439,0.807,CCR6,NOT_nTregs_
NOT_B.naive_,CCL20,0,0.572,VCAN,NOT_pDC_
NOT_B.naive_,CCL20,0.052383085,0.807,CCR6,NOT_pDC_
NOT_B.naive_,CCL20,0.078191667,0.572,VCAN,NOT_T4.CM_
NOT_B.naive_,CCL20,0.091452529,0.807,CCR6,NOT_T4.CM_
NOT_B.naive_,CCL20,0.036094626,0.807,CCR6,NOT_T4.EM_
NOT_B.naive_,CCL20,0.126011177,0.807,CCR6,NOT_T4.EMRA_
NOT_B.naive_,CCL20,0.071149346,0.572,VCAN,NOT_T4.naive_
NOT_B.naive_,CCL20,0.054120443,0.807,CCR6,NOT_T8.CM_
NOT_B.naive_,CCL20,0,0.572,VCAN,NOT_T8.EM_
NOT_B.naive_,CCL20,0.241081974,0.807,CCR6,NOT_T8.EM_
NOT_B.naive_,CCL20,0,0.572,VCAN,NOT_T8.naive_
NOT_B.naive_,CCL20,0.034024158,0.572,VCAN,NOT_Th1_
NOT_B.naive_,CCL20,0,0.807,CCR6,NOT_Th1_
NOT_B.naive_,CCL20,0.078578119,0.572,VCAN,NOT_Th17_
NOT_B.naive_,CCL20,0.258065877,0.807,CCR6,NOT_Th17_
NOT_B.naive_,CCL20,0,0.572,VCAN,NOT_Th2_
